为了表彰话剧界有突出贡献的艺术家和优秀话剧工作者，邮局发行了中国话剧诞辰100周年纪念邮票。,wéi le biăo zhāng huà jù jiè yŏu tú chū gòng xiàn de yì zhú jiā hé yōu xiù huà jù gōng zuò zhĕ ，yóu jú fā xíng le zhōng guó huà jù dàn chén 100zhōu nián jì niàn yóu piào 。,"In order to commend those artists and excellent workers who have made distinguished contributions to modern drama, the post office issued a set of commemorative stamps for the 100th anniversary of the birth of modern Chinese drama.",16_words,"[为了, 优秀, 作者, 发行, 周年, 工作, 年纪, 突出, 纪念, 艺术, 表彰, 话剧, 诞辰, 贡献, 邮局, 邮票]"
不久之后，配有高分辨率显示屏的轻巧手机便可以与卫星连接，人们可以随时随地通话、收发电子邮件或者参加视像电话会议。,bù jiŭ zhī hòu ，pèi yŏu gāo fēn biàn lǜ xiăn shì píng de qīng qiăo shŏu jī biàn kĕ yĭ yŭ wèi xīng lián jiē ，rén men kĕ yĭ suí shí suí dì tōng huà 、shōu fā diàn zi yóu jiàn huò zhĕ cān jiā shì xiàng diàn huà huì yì 。,"Soon lightweight phones outfitted with high-resolution screens will be connected to satellites enabling people to talk, send and receive e-mail, or take part in video conferences anytime, anywhere.",16_words,"[不久, 之后, 人们, 会议, 分辨, 卫星, 参加, 发电, 可以, 或者, 显示, 电子, 电话, 连接, 随时, 随时随地]"
在你的网页上建立链接之後，如果有访问者点击链接，从零售商那里购买一盘CD或一本书，那么你每月就会得到邮购收入的一部分。,zài nĭ de wăng yè shàng jiàn lì liàn jiē zhī 後，rú guŏ yŏu făng wèn zhĕ diăn jī liàn jiē ，cóng líng shòu shāng nă lĭ gòu măi yī pán CDhuò yī bĕn shū ，nă mo nĭ mĕi yuè jiù huì de dào yóu gòu shōu rù de yī bù fēn 。,"Put the links on your page, and if a visitor clicks on the link and buys a CD or book from the retailer you get a cut of the receipts in the mail every month.",15_words,"[一 就, 从 到, 如果, 建立, 得到, 收入, 每, 访问, 购买, 那么, 那里, 邮购, 部分, 零售, 页]"
然而，即使协和式飞机失事的原因被查明，要把飞机维修到让英法两国民航当局满意的地步，飞机运营成本将大幅提高。,rán ér ，jí shĭ xié hé shì fēi jī shī shì de yuán yīn bèi chá míng ，yào bă fēi jī wéi xiū dào ràng yīng fă liăng guó mín háng dāng jú măn yì de dì bù ，fēi jī yùn yíng chéng bĕn jiāng dà fú tí gāo 。,"Yet even if the cause of the accident is pinpointed, fixing the plane to the satisfaction of British and French regulators will add to the cost of operating the aircraft.",14_words,"[即使, 原因, 国民, 地步, 失事, 当局, 成本, 提高, 查明, 民航, 满意, 然而, 维修, 飞机]"
我们要打破大锅饭的体制，实行按劳绩分配，这样才能够调动大家的积极性。,wŏ men yào dă pò dà guō fàn de tĭ zhì ，shí xíng àn láo jī fēn pèi ，zhè yàng cái néng gòu diào dòng dà jiā de jī jí xìng 。,"We should abandon indiscriminate egalitarianism and implement a system of distribution according to one's work, by which people will be enthusiastic to work.",13_words,"[体制, 分配, 大家, 大锅饭, 实行, 我们, 才能, 打破, 积极, 积极性, 能够, 调动, 这样]"
1999年10月下旬，日本第二大汽车制造商日产公司宣布关闭5家工厂，断绝与几百家供应商的业务关系，并令人吃惊地裁减了22.1万名员工。,1999nián 10yuè xià xún ，rì bĕn dì èr dà qì chē zhì zào shāng rì chăn gōng sī xuān bù guān bì 5jiā gōng chăng ，duàn jué yŭ jĭ băi jiā gōng yìng shāng de yè wù guān xì ，bìng lìng rén chī jīng dì cái jiăn le 22yī 1wàn míng yuán gōng 。,"Near the end of October, 1999, Nissan, Japan's second largest carmaker, announced that it would shut five plants, cut ties to hundreds of suppliers, and - gasp! - let go of 21,000 workers.",13_words,"[下旬, 业务, 供应, 公司, 关系, 关闭, 制造, 吃惊, 宣布, 工厂, 断绝, 汽车, 第]"
重工业涉及到大规模生产其他行业使用的基本产品（例如钢材）。,zhòng gōng yè shè jí dào dà guī mó shēng chăn qí tā xíng yè shĭ yòng de jī bĕn chăn pĭn （lì rú gāng cái ）。,Heavy industry involves large-scale production of basic products (such as steel) used by other industries.,12_words,"[产品, 使用, 例如, 其他, 基本, 工业, 涉及, 生产, 行业, 规模, 重工业, 钢材]"
不仅理论界文艺界有类似的或其他的迫切需要解决的问题。,bù jĭn lĭ lùn jiè wén yì jiè yŏu lèi sì de huò qí tā de pò qiē xū yào jiĕ jué de wèn tí 。,"Not only theorists, writers and artists are confronted with these tasks and others that call for immediate action.",11_words,"[不仅, 似的, 其他, 文艺, 理论, 界文艺界, 类似, 解决, 迫切, 问题, 需要]"
新当选的国会议员拒绝妥协，因为他们认为这“一切照旧”。,xīn dāng xuăn de guó huì yì yuán jù jué tuŏ xié ，yīn wéi tā men rèn wéi zhè “yī qiē zhào jiù ”。,"The newly elected congressmen rejected a compromise because they considered it ""business as usual"".",11_words,"[一切, 他们, 会议, 因为, 国会, 妥协, 当选, 拒绝, 照旧, 认为, 议员]"
国家机关是国家权力的行使机构，对于国家发展有着重要的作用。,guó jiā jī guān shì guó jiā quán lì de xíng shĭ jī gòu ，duì yú guó jiā fā zhăn yŏu zhăo zhòng yào de zuò yòng 。,"The State Organ, the organization to perform state power, plays an important role in state development.",10_words,"[作用, 发展, 国家, 对于, 机关, 机构, 权力, 着重, 行使, 重要]"
当一个小伙子抱怨某个姑娘无情无意时，那是她对他有情有意相当确实的征兆。,dāng yī gè xiăo huŏ zi bào yuàn mŏu gè gū niáng wú qíng wú yì shí ，nă shì tā duì tā yŏu qíng yŏu yì xiāng dāng què shí de zhēng zhào 。,"When a young man complain that a young lady has no heart, it is a pretty certain sign that she has his.",10_words,"[兆, 姑娘, 小伙子, 抱怨, 无情, 无情无意, 无意, 有意, 相当, 确实]"
中国自古流传的盘古开天、羿射日、戬劈山等寓言故事，体现了人们对力量的追求与崇拜。,zhōng guó zì gŭ liú chuán de pán gŭ kāi tiān 、yì shè rì 、jiăn pī shān dĕng yù yán gù shì ，tĭ xiàn le rén men duì lì liàng de zhuī qiú yŭ chóng bài 。,"The Chinese ancient myths: Pan Gu created the heaven, Hou Yi shot the sun, Yang Jian cleaved the mountain, all of which showed the pursuit and worship of people to the strength.",11_words,"[人们, 体现, 劈, 力量, 寓言, 崇拜, 故事, 流传, 羿, 自古, 追求]"
