为了表彰话剧界有突出贡献的艺术家和优秀话剧工作者，邮局发行了中国话剧诞辰100周年纪念邮票。,wéi le biăo zhāng huà jù jiè yŏu tú chū gòng xiàn de yì zhú jiā hé yōu xiù huà jù gōng zuò zhĕ ，yóu jú fā xíng le zhōng guó huà jù dàn chén 100zhōu nián jì niàn yóu piào 。,"In order to commend those artists and excellent workers who have made distinguished contributions to modern drama, the post office issued a set of commemorative stamps for the 100th anniversary of the birth of modern Chinese drama.",16_words,"[为了, 优秀, 作者, 发行, 周年, 工作, 年纪, 突出, 纪念, 艺术, 表彰, 话剧, 诞辰, 贡献, 邮局, 邮票]"
不久之后，配有高分辨率显示屏的轻巧手机便可以与卫星连接，人们可以随时随地通话、收发电子邮件或者参加视像电话会议。,bù jiŭ zhī hòu ，pèi yŏu gāo fēn biàn lǜ xiăn shì píng de qīng qiăo shŏu jī biàn kĕ yĭ yŭ wèi xīng lián jiē ，rén men kĕ yĭ suí shí suí dì tōng huà 、shōu fā diàn zi yóu jiàn huò zhĕ cān jiā shì xiàng diàn huà huì yì 。,"Soon lightweight phones outfitted with high-resolution screens will be connected to satellites enabling people to talk, send and receive e-mail, or take part in video conferences anytime, anywhere.",16_words,"[不久, 之后, 人们, 会议, 分辨, 卫星, 参加, 发电, 可以, 或者, 显示, 电子, 电话, 连接, 随时, 随时随地]"
'如果你清楚自己还必须取得一定比分才能获胜，你就可能会紧张，'布什在上完科特的课后，坐在一棵桑树了解释说。,'rú guŏ nĭ qīng chŭ zì jĭ huán bì xū qŭ de yī dìng bĭ fēn cái néng huò shèng ，nĭ jiù kĕ néng huì jĭn zhāng ，'bù shén zài shàng wán kē tè de kè hòu ，zuò zài yī kē sāng shù le jiĕ shì shuō 。,"'If you know you 're going to have to score some points to win, you might get nervous,' Bush explained, sitting under a mulberry tree after Korte's class.",15_words,"[一 就, 一定, 了解, 取得, 可能, 如果, 必须, 才能, 桑树, 棵, 比分, 清楚, 紧张, 自己, 解释]"
在你的网页上建立链接之後，如果有访问者点击链接，从零售商那里购买一盘CD或一本书，那么你每月就会得到邮购收入的一部分。,zài nĭ de wăng yè shàng jiàn lì liàn jiē zhī 後，rú guŏ yŏu făng wèn zhĕ diăn jī liàn jiē ，cóng líng shòu shāng nă lĭ gòu măi yī pán CDhuò yī bĕn shū ，nă mo nĭ mĕi yuè jiù huì de dào yóu gòu shōu rù de yī bù fēn 。,"Put the links on your page, and if a visitor clicks on the link and buys a CD or book from the retailer you get a cut of the receipts in the mail every month.",15_words,"[一 就, 从 到, 如果, 建立, 得到, 收入, 每, 访问, 购买, 那么, 那里, 邮购, 部分, 零售, 页]"
然而，即使协和式飞机失事的原因被查明，要把飞机维修到让英法两国民航当局满意的地步，飞机运营成本将大幅提高。,rán ér ，jí shĭ xié hé shì fēi jī shī shì de yuán yīn bèi chá míng ，yào bă fēi jī wéi xiū dào ràng yīng fă liăng guó mín háng dāng jú măn yì de dì bù ，fēi jī yùn yíng chéng bĕn jiāng dà fú tí gāo 。,"Yet even if the cause of the accident is pinpointed, fixing the plane to the satisfaction of British and French regulators will add to the cost of operating the aircraft.",14_words,"[即使, 原因, 国民, 地步, 失事, 当局, 成本, 提高, 查明, 民航, 满意, 然而, 维修, 飞机]"
投资者需要透明度，而公开上市将做到这一点。联想神州数码公司上市后，市场将会看清联想正在做些什么，效果怎样。,tóu zī zhĕ xū yào tòu míng dù ，ér gōng kāi shàng shì jiāng zuò dào zhè yī diăn 。lián xiăng shén zhōu shù mă gōng sī shàng shì hòu ，shì cháng jiāng huì kàn qīng lián xiăng zhèng zài zuò xiē shén mo ，xiào guŏ zĕn yàng 。,"Investors want transparency, and the IPO will provide that; when Legend Digital China goes public, the market will be able to see clearly which Legend is doing what and how well.",14_words,"[一点, 什么, 公司, 公开, 州, 市场, 怎样, 投资, 效果, 正在, 联想, 透明, 透明度, 需要]"
就拿一位年轻女士来说吧，她在学习上困难重重，自从换了一个好点儿的台灯并把书桌搬离开床边后，她在学习上就取得了长足进步。,jiù ná yī wèi nián qīng nǚ shì lái shuō ba ，tā zài xué xí shàng kùn nán zhòng zhòng ，zì cóng huàn le yī gè hăo diăn ér de tái dēng bìng bă shū zhuō bān lí kāi chuáng biān hòu ，tā zài xué xí shàng jiù qŭ de le cháng zú jìn bù 。,"For example, a young woman who had difficulty studying made dramatic strides when she got a better desk lamp and moved her desk away from her bed.",14_words,"[一 就, 取得, 吧, 困难, 女士, 学习, 年轻, 得了, 拿 来说, 来说, 离开, 自从, 边 边, 进步]"
我们要打破大锅饭的体制，实行按劳绩分配，这样才能够调动大家的积极性。,wŏ men yào dă pò dà guō fàn de tĭ zhì ，shí xíng àn láo jī fēn pèi ，zhè yàng cái néng gòu diào dòng dà jiā de jī jí xìng 。,"We should abandon indiscriminate egalitarianism and implement a system of distribution according to one's work, by which people will be enthusiastic to work.",13_words,"[体制, 分配, 大家, 大锅饭, 实行, 我们, 才能, 打破, 积极, 积极性, 能够, 调动, 这样]"
齐佐罗先生留恋很早的过去时候，圣徒要么由大众推选，要么由地方主教提出，而罗马统治集团跟它没有任何关系。,qí zuŏ luó xiān shēng liú liàn hĕn zăo de guò qù shí hòu ，shèng tú yào mo yóu dà zhòng tuī xuăn ，yào mo yóu dì fāng zhŭ jiào tí chū ，ér luó mă tŏng zhì jí tuán gēn tā méi yŏu rèn hé guān xì 。,"Mr Zizola is nostalgic for the very early days when saints were made either by popular acclamation or by local bishops, and the Roman hierarchy had nothing to do with it.",13_words,"[任何, 先生, 关系, 地方, 大众, 推选, 时候, 没有, 留恋, 统治, 要么, 过去, 集团]"
蒂姆·史密斯发到网站的一篇文章写道：不要偏人踩过的小道──两边都隐藏藏被雪覆盖的冰窟窿，有人掉进去后就再也没有爬出来。,dì mŭ ·shĭ mì sī fā dào wăng zhàn de yī piān wén zhāng xiĕ dào ：bù yào piān rén căi guò de xiăo dào ──liăng biān dōu yĭn cáng cáng bèi xuĕ fù gài de bīng kū lóng ，yŏu rén diào jìn qù hòu jiù zài yĕ méi yŏu pá chū lái 。,"'Never stray from the trails there are snow-covered crevasses concealed on each side and people have died falling into them ', says an entry from Tim Smith.",13_words,"[一 也, 一 就, 不要, 出来, 文章, 没有, 窟窿, 篇, 覆盖, 踩, 边 边, 进去, 隐藏]"
